井名	小层名	砂顶	砂底	砂厚	有效厚度	孔隙度	渗透率	油饱和度
L9-2202	P2_7-9	1093	1093.9	0.9	0.43	0.3	1.60E+02	0.723
L9-2202	P2_7-9	1093.9	1094.8	0.9	0.43	0.3	1.60E+02	0.723
L9-2202	P2_7-9	1094.8	1095.7	0.9	0.43	0.3	1.60E+02	0.723
L9-2202	P2_10	1103.2	1103.4	0.2	0.2	0.3	1.00E+00	0.723
L9-2202	P2_10	1104.2	1104.6	0.4	0.2	0.3	1.00E+00	0.723
L9-2202	P2_10	1105.7	1107.2	1.5	0.3	0.3	4.00E+01	0.723
L9-2202	G1_4+5	1117.6	1118.05	0.45	0	0.3	1.00E+00	0.723
L9-2202	G1_4+5	1118.05	1118.5	0.45	0	0.3	1.00E+00	0.723
L9-2202	G1_4+5	1119.9	1120.15	0.25	0.25	0.3	9.00E+01	0.723
L9-2202	G1_4+5	1120.15	1120.4	0.25	0.25	0.3	9.00E+01	0.723
L9-2202	G1_6+7	1121.2	1122.1	0.9	0.9	0.3	1.10E+02	0.723
L9-2202	G1_6+7	1122.1	1123	0.9	0.9	0.3	1.10E+02	0.723
L9-2202	G1_8	1123	1123.9	0.9	0.9	0.3	1.10E+02	0.723
L9-2202	G1_9	1126.6	1128.4	1.8	0.65	0.3	1.10E+02	0.723
L9-2202	G1_10	1128.4	1130.2	1.8	0.65	0.3	1.10E+02	0.723
L9-2202	G1_10	1131.2	1132.8	1.6	1.6	0.3	2.40E+02	0.723
L9-2202	G1_11+12	1135.5	1137.12	1.62	0.08	0.3	8.00E+01	0.723
L9-2202	G1_11+12	1137.12	1138.74	1.62	0.08	0.3	8.00E+01	0.723
L9-2202	G1_13	1138.74	1140.36	1.62	0.08	0.3	8.00E+01	0.723
L9-2202	G1_14+15	1140.36	1141.98	1.62	0.08	0.3	8.00E+01	0.723
L9-2202	G1_14+15	1141.98	1143.6	1.62	0.08	0.3	8.00E+01	0.723
L9-2202	G1_18	1149.7	1150.7	1	1	0.3	1.00E+02	0.723
L9-2202	G1_18	1151.2	1151.5	0.3	0.3	0.3	1.00E+00	0.723
L9-2202	G1_19	1152.5	1153	0.5	0.2	0.3	1.00E+00	0.723
L9-2202	G1_20	1155	1155.5	0.5	0.5	0.3	6.00E+01	0.723
L9-2202	G1_20	1156	1157	1	0.7	0.3	1.00E+02	0.723
L9-2202	G2_1+2	1161	1161.3	0.3	0.17	0.3	5.50E+01	0.723
L9-2202	G2_1+2	1161.3	1161.6	0.3	0.17	0.3	5.50E+01	0.723
L9-2202	G2_3	1161.6	1161.9	0.3	0.17	0.3	5.50E+01	0.723
L9-2202	G2_3	1162.9	1163.6	0.7	0.7	0.3	8.00E+01	0.723
L9-2202	G2_5	1166.4	1166.9	0.5	0.2	0.3	1.00E+02	0.723
L9-2202	G2_6	1166.9	1167.4	0.5	0.2	0.3	1.00E+02	0.723
L9-2202	G2_7	1169.4	1169.8	0.4	0.4	0.3	8.00E+01	0.723
L9-2202	G2_8	1169.8	1170.2	0.4	0.4	0.3	8.00E+01	0.723
L9-2202	G2_9	1171.3	1171.9	0.6	0.6	0.3	6.00E+01	0.723
L9-2202	G2_9	1172.4	1173.67	1.27	0.1	0.3	5.00E+01	0.723
L9-2202	G2_10	1173.67	1174.93	1.27	0.1	0.3	5.00E+01	0.723
L9-2202	G2_11	1174.93	1176.2	1.27	0.1	0.3	5.00E+01	0.723
L9-2202	G2_12	1178.2	1178.6	0.4	0.4	0.3	1.00E+00	0.723
L9-2202	G2_14	1182.6	1183	0.4	0.4	0.3	1.00E+00	0.723
L9-221	S1_3	949.7	950	0.3	0.3	0.3	1.00E+00	0.723
L9-221	S1_3	950.5	951	0.5	0.5	0.3	1.20E+02	0.723
L9-221	S1_4+5	954.1	954.35	0.25	0.25	0.3	7.00E+01	0.723
L9-221	S1_4+5	954.35	954.6	0.25	0.25	0.3	7.00E+01	0.723
L9-221	S1_4+5	955.6	955.8	0.2	0.15	0.3	1.00E+00	0.723
L9-221	S1_4+5	955.8	956	0.2	0.15	0.3	1.00E+00	0.723
L9-221	S2_1+2	970.4	971	0.6	0.45	0.3	2.20E+02	0.723
L9-221	S2_2+3	971	971.6	0.6	0.45	0.3	2.20E+02	0.723
L9-221	S2_1+2	974.1	974.95	0.85	0.45	0.3	4.00E+02	0.723
L9-221	S2_2+3	974.95	975.8	0.85	0.45	0.3	4.00E+02	0.723
L9-221	S2_2+3	978.3	979.85	1.55	0.4	0.3	2.60E+02	0.723
L9-221	S2_2+3	979.85	981.4	1.55	0.4	0.3	2.60E+02	0.723
L9-221	S2_2+3	981.8	983.8	2	2	0.3	5.00E+02	0.723
L9-221	S2_2+3	983.8	985.8	2	2	0.3	5.00E+02	0.723
L9-221	S2_4	986.2	986.7	0.5	0.3	0.3	1.00E+00	0.723
L9-221	S2_4	988.2	988.6	0.4	0.4	0.3	1.00E+00	0.723
L9-221	S2_9	1002.4	1002.9	0.5	0.47	0.3	2.80E+02	0.723
L9-221	S2_10+11	1002.9	1003.4	0.5	0.47	0.3	2.80E+02	0.723
L9-221	S2_10+11	1003.4	1003.9	0.5	0.47	0.3	2.80E+02	0.723
L9-221	S3_4-7	1034.7	1034.78	0.07	0.07	0.3	1.00E+00	0.723
L9-221	S3_4-7	1034.78	1034.85	0.07	0.07	0.3	1.00E+00	0.723
L9-221	S3_4-7	1034.85	1034.93	0.07	0.07	0.3	1.00E+00	0.723
L9-221	S3_4-7	1034.93	1035	0.07	0.07	0.3	1.00E+00	0.723
L9-221	S3_4-7	1036.4	1036.45	0.05	0	0.3	1.00E+00	0.723
L9-221	S3_4-7	1036.45	1036.5	0.05	0	0.3	1.00E+00	0.723
L9-221	S3_4-7	1036.5	1036.55	0.05	0	0.3	1.00E+00	0.723
L9-221	S3_4-7	1036.55	1036.6	0.05	0	0.3	1.00E+00	0.723
L9-221	S3_4-7	1038	1038.78	0.78	0.23	0.3	2.80E+02	0.723
L9-221	S3_4-7	1038.78	1039.55	0.78	0.23	0.3	2.80E+02	0.723
L9-221	S3_4-7	1039.55	1040.32	0.78	0.23	0.3	2.80E+02	0.723
L9-221	S3_4-7	1040.32	1041.1	0.78	0.23	0.3	2.80E+02	0.723
L9-221	S3_4-7	1041.5	1042.3	0.8	0.1	0.3	1.60E+02	0.723
L9-221	S3_4-7	1042.3	1043.1	0.8	0.1	0.3	1.60E+02	0.723
L9-221	S3_4-7	1043.1	1043.9	0.8	0.1	0.3	1.60E+02	0.723
L9-221	S3_4-7	1043.9	1044.7	0.8	0.1	0.3	1.60E+02	0.723
L9-221	P1_2	1062.1	1062.4	0.3	0	0.3	1.00E+00	0.723
L9-221	P1_2	1066.1	1074	7.9	0.3	0.3	1.00E+03	0.723
L9-221	P1_7	1080	1091.5	11.5	0.1	0.3	7.00E+01	0.723
L9-221	P2_5+6	1099	1099.25	0.25	0.25	0.3	8.00E+01	0.723
L9-221	P2_5+6	1099.25	1099.5	0.25	0.25	0.3	8.00E+01	0.723
L9-221	P2_7-9	1100.3	1101.93	1.63	0.5	0.3	9.00E+01	0.723
L9-221	P2_7-9	1101.93	1103.57	1.63	0.5	0.3	9.00E+01	0.723
L9-221	P2_7-9	1103.57	1105.2	1.63	0.5	0.3	9.00E+01	0.723
L9-221	P2_10	1113.6	1114	0.4	0.3	0.3	1.00E+00	0.723
L9-221	G1_2+3	1123.2	1123.3	0.1	0	0.3	1.00E+00	0.723
L9-221	G1_2+3	1123.3	1123.4	0.1	0	0.3	1.00E+00	0.723
L9-221	G1_8	1132.3	1132.6	0.3	0	0.3	1.00E+00	0.723
L9-221	G1_9	1133.6	1133.9	0.3	0.2	0.3	1.00E+00	0.723
L9-221	G1_10	1136.5	1137.1	0.6	0.6	0.3	7.00E+01	0.723
L9-221	G1_10	1138.5	1139.7	1.2	0.3	0.3	8.00E+01	0.723
L9-221	G1_13	1144	1144.33	0.33	0.13	0.3	7.00E+01	0.723
L9-221	G1_14+15	1144.33	1144.65	0.33	0.13	0.3	7.00E+01	0.723
L9-221	G1_14+15	1144.65	1144.97	0.33	0.13	0.3	7.00E+01	0.723
L9-221	G1_16	1144.97	1145.3	0.33	0.13	0.3	7.00E+01	0.723
L9-221	G1_17	1152.3	1152.6	0.3	0.2	0.3	1.00E+00	0.723
L9-221	G1_19	1159.4	1159.6	0.2	0.2	0.3	1.00E+00	0.723
L9-221	G1_20	1160.6	1160.8	0.2	0	0.3	1.00E+00	0.723
L9-221	G1_20	1161.6	1161.8	0.2	0.2	0.3	1.00E+00	0.723
L9-221	G1_20	1162.3	1162.8	0.5	0.2	0.3	1.00E+00	0.723
L9-221	G2_1+2	1166.2	1166.3	0.1	0	0.3	1.00E+00	0.723
L9-221	G2_1+2	1166.3	1166.4	0.1	0	0.3	1.00E+00	0.723
L9-221	G2_3	1167.8	1168	0.2	0	0.3	1.00E+00	0.723
L9-221	G2_5	1173.6	1173.7	0.1	0.1	0.3	1.00E+00	0.723
L9-221	G2_6	1173.7	1173.8	0.1	0.1	0.3	1.00E+00	0.723
L9-221	G2_7	1176.3	1176.65	0.35	0.25	0.3	8.00E+01	0.723
L9-221	G2_8	1176.65	1177	0.35	0.25	0.3	8.00E+01	0.723
L9-221	G2_9	1178.3	1178.5	0.2	0	0.3	1.00E+00	0.723
L9-221	G2_9	1179.9	1180.1	0.2	0	0.3	1.00E+00	0.723
L9-221	G2_10	1181.2	1181.6	0.4	0.3	0.3	1.00E+00	0.723
L9-221	G2_16	1196.2	1196.4	0.2	0	0.3	1.00E+00	0.723
L9-221	G2_17	1199.2	1199.3	0.1	0	0.3	1.00E+00	0.723
L9-221	G2_18	1199.3	1199.4	0.1	0	0.3	1.00E+00	0.723
L9-221	G2_18	1201	1201.4	0.4	0	0.3	1.00E+00	0.723
L9-221	G2_19	1204.5	1204.9	0.4	0.4	0.3	1.00E+00	0.723
L9-221	G2_21	1211.8	1213.6	1.8	1.8	0.3	1.00E+00	0.723
L9-221	G2_22	1213.6	1215.4	1.8	1.8	0.3	1.00E+00	0.723
L9-221	G2_24+25	1220.8	1221.1	0.3	0.3	0.3	1.00E+00	0.723
L9-221	G2_24+25	1221.1	1221.4	0.3	0.3	0.3	1.00E+00	0.723
L9-2211	S1_3	949.8	951.3	1.5	0.8	0.3	2.00E+02	0.723
L9-2211	S1_4+5	952	952.3	0.3	0.3	0.3	4.00E+01	0.723
L9-2211	S1_4+5	952.3	952.6	0.3	0.3	0.3	4.00E+01	0.723
L9-2211	S1_4+5	953.2	955.35	2.15	0.4	0.3	1.00E+02	0.723
L9-2211	S1_4+5	955.35	957.5	2.15	0.4	0.3	1.00E+02	0.723
L9-2211	S2_1+2	976.6	976.8	0.2	0.2	0.3	1.00E+00	0.723
L9-2211	S2_2+3	976.8	977	0.2	0.2	0.3	1.00E+00	0.723
L9-2211	S2_2+3	977.8	978.6	0.8	0.8	0.3	2.60E+02	0.723
L9-2211	S2_2+3	978.6	979.4	0.8	0.8	0.3	2.60E+02	0.723
L9-2211	S2_2+3	979.8	981.55	1.75	1.75	0.3	5.00E+02	0.723
L9-2211	S2_2+3	981.55	983.3	1.75	1.75	0.3	5.00E+02	0.723
L9-2211	S2_2+3	984.2	985.2	1	0.83	0.3	3.40E+02	0.723
L9-2211	S2_2+3	985.2	986.2	1	0.83	0.3	3.40E+02	0.723
L9-2211	S2_4	986.2	987.2	1	0.83	0.3	3.40E+02	0.723
L9-2211	S2_4	988.4	988.9	0.5	0	0.3	1.00E+00	0.723
L9-2211	S2_9	1000.9	1001.8	0.9	0.9	0.3	2.80E+02	0.723
L9-2211	S3_3	1029.2	1031.6	2.4	1.9	0.3	5.50E+01	0.723
L9-2211	S3_3	1033.5	1036.04	2.54	0.12	0.3	8.00E+01	0.723
L9-2211	S3_4-7	1036.04	1038.58	2.54	0.12	0.3	8.00E+01	0.723
L9-2211	S3_4-7	1038.58	1041.12	2.54	0.12	0.3	8.00E+01	0.723
L9-2211	S3_4-7	1041.12	1043.66	2.54	0.12	0.3	8.00E+01	0.723
L9-2211	S3_4-7	1043.66	1046.2	2.54	0.12	0.3	8.00E+01	0.723
L9-2211	S3_8	1049.4	1050.17	0.77	0.77	0.3	1.90E+02	0.723
L9-2211	S3_9+10	1050.17	1050.93	0.77	0.77	0.3	1.90E+02	0.723
L9-2211	S3_9+10	1050.93	1051.7	0.77	0.77	0.3	1.90E+02	0.723
L9-2211	P1_1	1061	1062.3	1.3	1.3	0.3	3.40E+02	0.723
L9-2211	P1_2	1062.3	1063.6	1.3	1.3	0.3	3.40E+02	0.723
L9-2211	P1_2	1066.4	1066.7	0.3	0.3	0.3	1.00E+00	0.723
L9-2211	P1_2	1070.4	1078.7	8.3	2.1	0.3	5.00E+02	0.723
L9-2211	P1_5+6	1082	1082.87	0.87	0.53	0.3	1.30E+02	0.723
L9-2211	P1_5+6	1082.87	1083.73	0.87	0.53	0.3	1.30E+02	0.723
L9-2211	P1_7	1083.73	1084.6	0.87	0.53	0.3	1.30E+02	0.723
L9-2211	P1_7	1085.5	1089.8	4.3	0.2	0.3	3.20E+02	0.723
L9-2211	P2_1-3	1091.2	1092.33	1.13	0.13	0.3	1.40E+02	0.723
L9-2211	P2_1-3	1092.33	1093.47	1.13	0.13	0.3	1.40E+02	0.723
L9-2211	P2_1-3	1093.47	1094.6	1.13	0.13	0.3	1.40E+02	0.723
L9-2211	P2_5+6	1101	1101.5	0.5	0.2	0.3	1.00E+00	0.723
L9-2211	P2_5+6	1101.5	1102	0.5	0.2	0.3	1.00E+00	0.723
L9-2211	P2_7-9	1102.6	1102.7	0.1	0.1	0.3	1.00E+00	0.723
L9-2211	P2_7-9	1102.7	1102.8	0.1	0.1	0.3	1.00E+00	0.723
L9-2211	P2_7-9	1102.8	1102.9	0.1	0.1	0.3	1.00E+00	0.723
L9-2211	P2_7-9	1103.6	1105.2	1.6	0.07	0.3	5.50E+01	0.723
L9-2211	P2_7-9	1105.2	1106.8	1.6	0.07	0.3	5.50E+01	0.723
L9-2211	P2_7-9	1106.8	1108.4	1.6	0.07	0.3	5.50E+01	0.723
L9-2211	P2_10	1112.2	1112.5	0.3	0	0.3	1.00E+00	0.723
L9-2211	P2_10	1112.9	1113.1	0.2	0	0.3	1.00E+00	0.723
L9-2211	P2_10	1113.5	1115.4	1.9	0	0.3	1.00E+00	0.723
L9-2211	P2_10	1116.6	1117.1	0.5	0	0.3	1.00E+00	0.723
L9-2211	G1_2+3	1122.3	1129.1	6.8	6.8	0.3	2.60E+02	0.723
L9-2211	G1_8	1133.2	1135.2	2	0	0.3	1.00E+00	0.723
L9-2211	G1_9	1136.4	1138	1.6	0	0.3	1.00E+00	0.723
L9-2211	G1_10	1140	1140.4	0.4	0	0.3	1.00E+00	0.723
L9-2211	G1_13	1145.8	1148.63	2.83	1.33	0.3	2.00E+02	0.723
L9-2211	G1_14+15	1148.63	1151.45	2.83	1.33	0.3	2.00E+02	0.723
L9-2211	G1_14+15	1151.45	1154.27	2.83	1.33	0.3	2.00E+02	0.723
L9-2211	G1_16	1154.27	1157.1	2.83	1.33	0.3	2.00E+02	0.723
L9-2211	G1_17	1159.4	1160.25	0.85	0.15	0.3	1.00E+00	0.723
L9-2211	G1_18	1160.25	1161.1	0.85	0.15	0.3	1.00E+00	0.723
L9-2211	G1_18	1161.5	1162.2	0.7	0	0.3	1.00E+00	0.723
L9-2211	G1_19	1162.2	1162.9	0.7	0	0.3	1.00E+00	0.723
L9-2211	G1_19	1163.8	1163.95	0.15	0	0.3	1.00E+00	0.723
L9-2211	G1_20	1163.95	1164.1	0.15	0	0.3	1.00E+00	0.723
L9-2211	G2_1+2	1170	1170.3	0.3	0.3	0.3	6.00E+01	0.723
L9-2211	G2_1+2	1170.3	1170.6	0.3	0.3	0.3	6.00E+01	0.723
L9-2211	G2_3	1173.8	1174.2	0.4	0.4	0.3	6.00E+01	0.723
L9-2211	G2_4	1174.2	1174.6	0.4	0.4	0.3	6.00E+01	0.723
L9-2211	G2_4	1175.6	1175.8	0.2	0.2	0.3	1.00E+00	0.723
L9-2211	G2_5	1176.4	1176.5	0.1	0.1	0.3	1.00E+00	0.723
L9-2211	G2_6	1176.5	1176.6	0.1	0.1	0.3	1.00E+00	0.723
L9-2211	G2_7	1180.2	1180.6	0.4	0.4	0.3	1.00E+02	0.723
L9-2211	G2_8	1180.6	1181	0.4	0.4	0.3	1.00E+02	0.723
L9-2211	G2_9	1182.5	1182.8	0.3	0.3	0.3	1.00E+00	0.723
L9-2211	G2_9	1183.5	1184.6	1.1	0.4	0.3	4.50E+01	0.723
L9-2211	G2_10	1185.5	1186	0.5	0.5	0.3	1.10E+02	0.723
L9-2211	G2_11	1186.6	1187	0.4	0.2	0.3	1.00E+00	0.723
L9-2211	G2_12	1189.2	1189.5	0.3	0.3	0.3	1.00E+00	0.723
L9-2211	G2_15	1195.6	1197.6	2	0.2	0.3	5.00E+01	0.723
L9-2211	G2_16	1199	1200.2	1.2	0.8	0.3	7.00E+01	0.723
L9-2211	G2_17	1201.2	1202	0.8	0.8	0.3	4.00E+01	0.723
L9-2211	G2_17	1203.2	1203.8	0.6	0.3	0.3	6.00E+01	0.723
L9-2211	G2_18	1203.8	1204.4	0.6	0.3	0.3	6.00E+01	0.723
L9-2211	G2_18	1208.6	1209.4	0.8	0.8	0.3	5.00E+01	0.723
L9-2211	G2_19	1209.4	1210.2	0.8	0.8	0.3	5.00E+01	0.723
L9-2211	G2_20	1211.8	1214.4	2.6	2.6	0.3	1.00E+00	0.723
L9-2211	G2_21	1214.9	1217.4	2.5	2.5	0.3	1.00E+00	0.723
L9-2211	G2_22	1217.4	1219.9	2.5	2.5	0.3	1.00E+00	0.723
L9-2211	G2_23	1221	1222.2	1.2	1.2	0.3	1.00E+00	0.723
L9-2211	G2_24+25	1223.4	1225.8	2.4	2.4	0.3	1.00E+00	0.723
L9-2211	G2_24+25	1225.8	1228.2	2.4	2.4	0.3	1.00E+00	0.723
L9-2212	S1_3	964.8	965.5	0.7	0.7	0.3	5.00E+02	0.723
L9-2212	S1_4+5	966.6	967	0.4	0.1	0.3	1.90E+02	0.723
L9-2212	S1_4+5	967	967.4	0.4	0.1	0.3	1.90E+02	0.723
L9-2212	S1_4+5	968.4	968.95	0.55	0.55	0.3	5.00E+02	0.723
L9-2212	S1_4+5	968.95	969.5	0.55	0.55	0.3	5.00E+02	0.723
L9-2212	S1_4+5	970.7	971.15	0.45	0.15	0.3	1.00E+02	0.723
L9-2212	S1_4+5	971.15	971.6	0.45	0.15	0.3	1.00E+02	0.723
L9-2212	S2_1+2	988	988.8	0.8	0.2	0.3	2.60E+02	0.723
L9-2212	S2_2+3	988.8	989.6	0.8	0.2	0.3	2.60E+02	0.723
L9-2212	S2_2+3	992	994.8	2.8	0.33	0.3	1.60E+02	0.723
L9-2212	S2_2+3	994.8	997.6	2.8	0.33	0.3	1.60E+02	0.723
L9-2212	S2_4	997.6	1000.4	2.8	0.33	0.3	1.60E+02	0.723
L9-2212	S2_7+8	1012.6	1012.75	0.15	0.15	0.3	1.00E+00	0.723
L9-2212	S2_7+8	1012.75	1012.9	0.15	0.15	0.3	1.00E+00	0.723
L9-2212	S2_9	1014.7	1015.73	1.03	0.07	0.3	1.90E+02	0.723
L9-2212	S2_10+11	1015.73	1016.77	1.03	0.07	0.3	1.90E+02	0.723
L9-2212	S2_10+11	1016.77	1017.8	1.03	0.07	0.3	1.90E+02	0.723
L9-2212	S2_13+14	1026	1026.15	0.15	0	0.3	1.00E+00	0.723
L9-2212	S2_13+14	1026.15	1026.3	0.15	0	0.3	1.00E+00	0.723
L9-2212	S2_15+16	1034.8	1035.05	0.25	0	0.3	1.00E+00	0.723
L9-2212	S2_15+16	1035.05	1035.3	0.25	0	0.3	1.00E+00	0.723
L9-2212	S3_3	1046.8	1047.8	1	1	0.3	2.80E+02	0.723
L9-2212	S3_3	1048.8	1049.44	0.64	0.48	0.3	2.80E+02	0.723
L9-2212	S3_4-7	1049.44	1050.08	0.64	0.48	0.3	2.80E+02	0.723
L9-2212	S3_4-7	1050.08	1050.72	0.64	0.48	0.3	2.80E+02	0.723
L9-2212	S3_4-7	1050.72	1051.36	0.64	0.48	0.3	2.80E+02	0.723
L9-2212	S3_4-7	1051.36	1052	0.64	0.48	0.3	2.80E+02	0.723
L9-2212	S3_4-7	1055.2	1056.75	1.55	0.4	0.3	4.80E+02	0.723
L9-2212	S3_4-7	1056.75	1058.3	1.55	0.4	0.3	4.80E+02	0.723
L9-2212	S3_4-7	1058.3	1059.85	1.55	0.4	0.3	4.80E+02	0.723
L9-2212	S3_4-7	1059.85	1061.4	1.55	0.4	0.3	4.80E+02	0.723
L9-2212	P1_1	1073.1	1074.85	1.75	0.3	0.3	1.10E+02	0.723
L9-2212	P1_2	1074.85	1076.6	1.75	0.3	0.3	1.10E+02	0.723
L9-2212	P1_2	1079	1079.4	0.4	0.4	0.3	1.00E+00	0.723
L9-2212	P1_2	1080	1081.9	1.9	1.9	0.3	3.80E+02	0.723
L9-2212	P1_2	1084	1088.9	4.9	0.4	0.3	5.00E+02	0.723
L9-2212	P1_5+6	1092.4	1092.5	0.1	0	0.3	1.00E+00	0.723
L9-2212	P1_5+6	1092.5	1092.6	0.1	0	0.3	1.00E+00	0.723
L9-2212	P1_5+6	1093.9	1094.3	0.4	0	0.3	1.00E+00	0.723
L9-2212	P1_5+6	1094.3	1094.7	0.4	0	0.3	1.00E+00	0.723
L9-2212	P1_7	1100.4	1110	9.6	1.5	0.3	5.00E+02	0.723
L9-2212	P2_7-9	1117.6	1119.2	1.6	0.07	0.3	1.00E+02	0.723
L9-2212	P2_7-9	1119.2	1120.8	1.6	0.07	0.3	1.00E+02	0.723
L9-2212	P2_7-9	1120.8	1122.4	1.6	0.07	0.3	1.00E+02	0.723
L9-2212	P2_10	1127.7	1130.8	3.1	0.7	0.3	2.60E+02	0.723
L9-2212	G1_10	1154.4	1156.7	2.3	0.2	0.3	1.20E+02	0.723
L9-2212	G1_13	1165.2	1165.27	0.07	0	0.3	1.00E+00	0.723
L9-2212	G1_14+15	1165.27	1165.33	0.07	0	0.3	1.00E+00	0.723
L9-2212	G1_14+15	1165.33	1165.4	0.07	0	0.3	1.00E+00	0.723
L9-2212	G1_18	1175.8	1176.5	0.7	0.3	0.3	1.10E+02	0.723
L9-2212	G1_19	1176.5	1177.2	0.7	0.3	0.3	1.10E+02	0.723
L9-2212	G1_20	1178.7	1179.5	0.8	0.8	0.3	1.50E+02	0.723
L9-2212	G2_1+2	1184.4	1184.53	0.13	0	0.3	1.00E+00	0.723
L9-2212	G2_1+2	1184.53	1184.67	0.13	0	0.3	1.00E+00	0.723
L9-2212	G2_3	1184.67	1184.8	0.13	0	0.3	1.00E+00	0.723
L9-2212	G2_3	1185.5	1185.75	0.25	0	0.3	1.00E+00	0.723
L9-2212	G2_4	1185.75	1186	0.25	0	0.3	1.00E+00	0.723
L9-2212	G2_6	1190	1191.1	1.1	0.2	0.3	1.20E+02	0.723
L9-2212	G2_9	1198.2	1198.45	0.25	0.25	0.3	1.00E+02	0.723
L9-2212	G2_10	1198.45	1198.7	0.25	0.25	0.3	1.00E+02	0.723
L9-2212	G2_11	1200	1200.8	0.8	0.8	0.3	1.60E+02	0.723
L9-2212	G2_13	1203	1203.7	0.7	0	0.3	1.00E+00	0.723
L9-2212	G2_13	1206.7	1206.85	0.15	0.15	0.3	1.00E+00	0.723
L9-2212	G2_14	1206.85	1207	0.15	0.15	0.3	1.00E+00	0.723
L9-2212	G2_16	1212.6	1213	0.4	0.4	0.3	1.00E+00	0.723
L9-2212	G2_17	1214.5	1214.9	0.4	0.4	0.3	1.00E+00	0.723
L9-2212	G2_18	1216	1216.3	0.3	0.3	0.3	1.00E+00	0.723
L9-2212	G2_18	1216.7	1216.9	0.2	0.2	0.3	1.00E+00	0.723
L9-2212	G2_18	1218.2	1218.4	0.2	0.2	0.3	1.00E+00	0.723
L9-2212	G2_19	1221.8	1222.4	0.6	0.6	0.3	1.00E+00	0.723
L9-2212	G2_20	1225	1226.4	1.4	1.4	0.3	1.00E+00	0.723
L9-2215	S1_1	938.8	939.4	0.6	0.2	0.3	1.00E+00	0.723
L9-2215	S1_1	939.8	940.1	0.3	0.2	0.3	1.00E+00	0.723
L9-2215	S1_3	949.7	950.8	1.1	0.8	0.3	1.60E+02	0.723
L9-2215	S1_4+5	952.2	952.6	0.4	0.2	0.3	1.30E+02	0.723
L9-2215	S1_4+5	952.6	953	0.4	0.2	0.3	1.30E+02	0.723
L9-2215	S1_4+5	953.6	954.4	0.8	0.15	0.3	3.80E+02	0.723
L9-2215	S1_4+5	954.4	955.2	0.8	0.15	0.3	3.80E+02	0.723
L9-2215	S1_4+5	956.3	956.95	0.65	0.1	0.3	9.00E+01	0.723
L9-2215	S1_4+5	956.95	957.6	0.65	0.1	0.3	9.00E+01	0.723
L9-2215	S2_2+3	978.8	981.67	2.87	0.1	0.3	5.00E+02	0.723
L9-2215	S2_2+3	981.67	984.53	2.87	0.1	0.3	5.00E+02	0.723
L9-2215	S2_4	984.53	987.4	2.87	0.1	0.3	5.00E+02	0.723
L9-2215	S2_4	987.9	988.6	0.7	0.7	0.3	1.00E+02	0.723
L9-2215	S2_5+6	990	990.2	0.2	0.2	0.3	1.00E+00	0.723
L9-2215	S2_5+6	990.2	990.4	0.2	0.2	0.3	1.00E+00	0.723
L9-2215	S2_9	1002.4	1002.87	0.47	0.1	0.3	1.00E+02	0.723
L9-2215	S2_10+11	1002.87	1003.33	0.47	0.1	0.3	1.00E+02	0.723
L9-2215	S2_10+11	1003.33	1003.8	0.47	0.1	0.3	1.00E+02	0.723
L9-2215	S2_13+14	1011.4	1011.7	0.3	0.1	0.3	1.00E+00	0.723
L9-2215	S2_13+14	1011.7	1012	0.3	0.1	0.3	1.00E+00	0.723
L9-2215	S3_3	1032.2	1033.24	1.04	0.02	0.3	3.40E+02	0.723
L9-2215	S3_4-7	1033.24	1034.28	1.04	0.02	0.3	3.40E+02	0.723
L9-2215	S3_4-7	1034.28	1035.32	1.04	0.02	0.3	3.40E+02	0.723
L9-2215	S3_4-7	1035.32	1036.36	1.04	0.02	0.3	3.40E+02	0.723
L9-2215	S3_4-7	1036.36	1037.4	1.04	0.02	0.3	3.40E+02	0.723
L9-2215	S3_4-7	1038.4	1040.2	1.8	0.1	0.3	1.60E+02	0.723
L9-2215	S3_4-7	1040.2	1042	1.8	0.1	0.3	1.60E+02	0.723
L9-2215	S3_4-7	1042	1043.8	1.8	0.1	0.3	1.60E+02	0.723
L9-2215	S3_4-7	1043.8	1045.6	1.8	0.1	0.3	1.60E+02	0.723
L9-2215	P1_1	1059.2	1061.4	2.2	0.05	0.3	6.00E+01	0.723
L9-2215	P1_2	1061.4	1063.6	2.2	0.05	0.3	6.00E+01	0.723
L9-2215	P1_2	1065	1066.2	1.2	0.1	0.3	1.20E+02	0.723
L9-2215	P1_2	1072	1072.67	0.67	0.47	0.3	2.20E+02	0.723
L9-2215	P1_4	1072.67	1073.33	0.67	0.47	0.3	2.20E+02	0.723
L9-2215	P1_4	1073.33	1074	0.67	0.47	0.3	2.20E+02	0.723
L9-2215	P1_5+6	1074.8	1075	0.2	0.2	0.3	1.00E+00	0.723
L9-2215	P1_5+6	1075	1075.2	0.2	0.2	0.3	1.00E+00	0.723
L9-2215	P1_5+6	1075.6	1077.25	1.65	0.45	0.3	2.80E+02	0.723
L9-2215	P1_5+6	1077.25	1078.9	1.65	0.45	0.3	2.80E+02	0.723
L9-2215	P1_7	1081	1093	12	1.9	0.3	1.30E+02	0.723
L9-2215	P2_5+6	1098.6	1099.05	0.45	0.2	0.3	7.00E+01	0.723
L9-2215	P2_5+6	1099.05	1099.5	0.45	0.2	0.3	7.00E+01	0.723
