ÅS∫≈	ÕÍ◊ÍæÆ…Ó	≤π–ƒ∫£∞Œ	∂œøÈ	µÿ≤„√˚≥∆	…∞≤„◊È	∂•…Ó	ÕÍ◊ÍæÆ…Ó
”¢35-4-A6	1935	3023.68	C	N22	K28	624	691
”¢35-4-A6	1935	3023.68	C	N22	K29	691	764
”¢35-4-A6	1935	3023.68	B	N22	K25	764	842
”¢35-4-A6	1935	3023.68	B	N22	K26	842	906
”¢35-4-A6	1935	3023.68	B	N22	K27	906	954
”¢35-4-A6	1935	3023.68	B	N22	K28	954	1020
”¢35-4-A6	1935	3023.68	B	N22	K29	1020	1074
”¢35-4-A6	1935	3023.68	B	N22	K210	1074	1140
”¢35-4-A6	1935	3023.68	B	N22	K211	1140	1192
”¢35-4-A6	1935	3023.68	B	N22	K212	1192	1260
”¢35-4-A6	1935	3023.68	B	N21	K3	1260	1330
”¢35-4-A6	1935	3023.68	B	N21	K31	1330	1418
”¢35-4-A6	1935	3023.68	A	N21	K31	1418	1490
”¢35-4-A6	1935	3023.68	A	N21	K32	1490	1551
”¢35-4-A6	1935	3023.68	A	N21	K33	1551	1603
”¢35-4-A6	1935	3023.68	A	N21	K34	1603	1660
”¢35-4-A6	1935	3023.68	A	N21	K35	1660	1738
”¢35-4-A6	1935	3023.68	A	N21	K36	1738	1820
”¢35-4-A6	1935	3023.68	A	N21	K37	1820	1899
”¢35-4-A6	1935	3023.68	A	N21	K4	1899	1935
”¢3-6-A5	1860	3014.09	C	N22	K26	521	567
”¢3-6-A5	1860	3014.09	C	N22	K27	567	614
”¢3-6-A5	1860	3014.09	C	N22	K28	614	670
”¢3-6-A5	1860	3014.09	B	N22	K24	670	740
”¢3-6-A5	1860	3014.09	B	N22	K25	740	826
”¢3-6-A5	1860	3014.09	B	N22	K26	826	880
”¢3-6-A5	1860	3014.09	B	N22	K27	880	926
”¢3-6-A5	1860	3014.09	B	N22	K28	926	996
”¢3-6-A5	1860	3014.09	B	N22	K29	996	1051
”¢3-6-A5	1860	3014.09	B	N22	K210	1051	1104
”¢3-6-A5	1860	3014.09	A	N22	K210	1104	1127
”¢3-6-A5	1860	3014.09	A	N22	K211	1127	1184
”¢3-6-A5	1860	3014.09	A	N22	K212	1184	1249
”¢3-6-A5	1860	3014.09	A	N21	K3	1249	1317
”¢3-6-A5	1860	3014.09	A	N21	K31	1317	1384
”¢3-6-A5	1860	3014.09	A	N21	K32	1384	1443
”¢3-6-A5	1860	3014.09	A	N21	K33	1443	1493
”¢3-6-A5	1860	3014.09	A	N21	K34	1493	1545
”¢3-6-A5	1860	3014.09	A	N21	K35	1545	1622
”¢3-6-A5	1860	3014.09	YX	N21	YX	1622	1860
”¢45-2-B6	2245	3012.37	B	N22	K26	647	699
”¢45-2-B6	2245	3012.37	B	N22	K27	699	749
”¢45-2-B6	2245	3012.37	B	N22	K28	749	815
”¢45-2-B6	2245	3012.37	B	N22	K29	815	865
”¢45-2-B6	2245	3012.37	B	N22	K210	865	926
”¢45-2-B6	2245	3012.37	B	N22	K211	926	962
”¢45-2-B6	2245	3012.37	B	N22	K212	962	1023
”¢45-2-B6	2245	3012.37	B	N21	K3	1023	1090
”¢45-2-B6	2245	3012.37	B	N21	K31	1090	1153
”¢45-2-B6	2245	3012.37	B	N21	K32	1153	1207
”¢45-2-B6	2245	3012.37	B	N21	K33	1207	1246
”¢45-2-B6	2245	3012.37	B	N21	K34	1246	1282
”¢45-2-B6	2245	3012.37	B	N21	K35	1282	1352
”¢45-2-B6	2245	3012.37	B	N21	K36	1352	1425
”¢45-2-B6	2245	3012.37	B	N21	K37	1425	1450
”¢45-2-B6	2245	3012.37	A	N22	K27	1450	1514
”¢45-2-B6	2245	3012.37	A	N22	K28	1514	1572
”¢45-2-B6	2245	3012.37	A	N22	K29	1572	1631
”¢45-2-B6	2245	3012.37	A	N22	K210	1631	1698
”¢45-2-B6	2245	3012.37	A	N22	K211	1698	1747
”¢45-2-B6	2245	3012.37	A	N22	K212	1747	1809
”¢45-2-B6	2245	3012.37	A	N21	K3	1809	1872
”¢45-2-B6	2245	3012.37	A	N21	K31	1872	1936
”¢45-2-B6	2245	3012.37	A	N21	K32	1936	1990
”¢45-2-B6	2245	3012.37	A	N21	K33	1990	2029
”¢45-2-B6	2245	3012.37	A	N21	K34	2029	2065
”¢45-2-B6	2245	3012.37	A	N21	K35	2065	2133
”¢45-2-B6	2245	3012.37	A	N21	K36	2133	2172
”¢45-2-B6	2245	3012.37	YX	N21	YX	2172	2245
”¢5-1-B2	1190	3132.95	C	N22	K26	521	563
”¢5-1-B2	1190	3132.95	C	N22	K27	563	622
”¢5-1-B2	1190	3132.95	C	N22	K28	622	684
”¢5-1-B2	1190	3132.95	C	N22	K29	684	729
”¢5-1-B2	1190	3132.95	C	N22	K210	729	793
”¢5-1-B2	1190	3132.95	C	N22	K211	793	825
”¢5-1-B2	1190	3132.95	C	N22	K212	825	884
”¢5-1-B2	1190	3132.95	C	N21	K3	884	938
”¢5-1-B2	1190	3132.95	C	N21	K31	938	996
”¢5-1-B2	1190	3132.95	C	N21	K32	996	1020
”¢5-1-B2	1190	3132.95	B	N22	K28	1020	1036
”¢5-1-B2	1190	3132.95	B	N22	K29	1036	1093
”¢5-1-B2	1190	3132.95	B	N22	K210	1093	1158
”¢5-1-B2	1190	3132.95	B	N22	K211	1158	1190
”¢5-1-B3	1275	3132.95	C	N22	K26	521	563
”¢5-1-B3	1275	3132.95	C	N22	K27	563	616
”¢5-1-B3	1275	3132.95	C	N22	K28	616	685
”¢5-1-B3	1275	3132.95	C	N22	K29	685	734
”¢5-1-B3	1275	3132.95	C	N22	K210	734	790
”¢5-1-B3	1275	3132.95	C	N22	K211	790	825
”¢5-1-B3	1275	3132.95	C	N22	K212	825	884
”¢5-1-B3	1275	3132.95	C	N21	K3	884	938
”¢5-1-B3	1275	3132.95	C	N21	K31	938	998
”¢5-1-B3	1275	3132.95	C	N21	K32	998	1022
”¢5-1-B3	1275	3132.95	B	N22	K28	1022	1036
”¢5-1-B3	1275	3132.95	B	N22	K29	1036	1091
”¢5-1-B3	1275	3132.95	B	N22	K210	1091	1158
”¢5-1-B3	1275	3132.95	B	N22	K211	1158	1188
”¢5-1-B3	1275	3132.95	B	N22	K212	1188	1245
”¢5-1-B3	1275	3132.95	B	N21	K3	1245	1275
”¢5-1-B5	1520	3132.95	C	N22	K26	523	565
”¢5-1-B5	1520	3132.95	C	N22	K27	565	618
”¢5-1-B5	1520	3132.95	C	N22	K28	618	686
”¢5-1-B5	1520	3132.95	C	N22	K29	686	733
”¢5-1-B5	1520	3132.95	C	N22	K210	733	792
”¢5-1-B5	1520	3132.95	C	N22	K211	792	826
”¢5-1-B5	1520	3132.95	C	N22	K212	826	887
”¢5-1-B5	1520	3132.95	C	N21	K3	887	939
”¢5-1-B5	1520	3132.95	C	N21	K31	939	999
”¢5-1-B5	1520	3132.95	C	N21	K32	999	1023
”¢5-1-B5	1520	3132.95	B	N22	K28	1023	1039
”¢5-1-B5	1520	3132.95	B	N22	K29	1039	1094
”¢5-1-B5	1520	3132.95	B	N22	K210	1094	1159
”¢5-1-B5	1520	3132.95	B	N22	K211	1159	1189
”¢5-1-B5	1520	3132.95	B	N22	K212	1189	1246
”¢5-1-B5	1520	3132.95	B	N21	K3	1246	1303
”¢5-1-B5	1520	3132.95	B	N21	K31	1303	1354
”¢5-1-B5	1520	3132.95	B	N21	K32	1354	1401
”¢5-1-B5	1520	3132.95	B	N21	K33	1401	1449
”¢5-1-B5	1520	3132.95	B	N21	K34	1449	1489
”¢5-1-B5	1520	3132.95	B	N21	K35	1489	1520
”¢5-2-B3	1285	3126.36	C	N22	K26	525	572
”¢5-2-B3	1285	3126.36	C	N22	K27	572	618
”¢5-2-B3	1285	3126.36	C	N22	K28	618	680
”¢5-2-B3	1285	3126.36	C	N22	K29	680	730
”¢5-2-B3	1285	3126.36	C	N22	K210	730	788
”¢5-2-B3	1285	3126.36	C	N22	K211	788	832
”¢5-2-B3	1285	3126.36	C	N22	K212	832	891
”¢5-2-B3	1285	3126.36	C	N21	K3	891	972
”¢5-2-B3	1285	3126.36	B	N22	K28	972	1041
”¢5-2-B3	1285	3126.36	B	N22	K29	1041	1089
”¢5-2-B3	1285	3126.36	B	N22	K210	1089	1153
”¢5-2-B3	1285	3126.36	B	N22	K211	1153	1187
”¢5-2-B3	1285	3126.36	B	N22	K212	1187	1240
”¢5-2-B3	1285	3126.36	B	N21	K3	1240	1285
”¢5-2-B5	1565	3126.36	C	N22	K27	571	619
”¢5-2-B5	1565	3126.36	C	N22	K28	619	680
”¢5-2-B5	1565	3126.36	C	N22	K29	680	730
”¢5-2-B5	1565	3126.36	C	N22	K210	730	788
”¢5-2-B5	1565	3126.36	C	N22	K211	788	831
”¢5-2-B5	1565	3126.36	C	N22	K212	831	891
”¢5-2-B5	1565	3126.36	C	N21	K3	891	972
”¢5-2-B5	1565	3126.36	B	N22	K28	972	1040
”¢5-2-B5	1565	3126.36	B	N22	K29	1040	1088
”¢5-2-B5	1565	3126.36	B	N22	K210	1088	1151
”¢5-2-B5	1565	3126.36	B	N22	K211	1151	1184
”¢5-2-B5	1565	3126.36	B	N22	K212	1184	1237
”¢5-2-B5	1565	3126.36	B	N21	K3	1237	1297
”¢5-2-B5	1565	3126.36	B	N21	K31	1297	1366
”¢5-2-B5	1565	3126.36	B	N21	K32	1366	1417
”¢5-2-B5	1565	3126.36	B	N21	K33	1417	1470
”¢5-2-B5	1565	3126.36	B	N21	K34	1470	1515
”¢5-2-B5	1565	3126.36	B	N21	K35	1515	1565
”¢5-2-B6	1670	3126.36	C	N22	K26	524	571
”¢5-2-B6	1670	3126.36	C	N22	K27	571	619
”¢5-2-B6	1670	3126.36	C	N22	K28	619	680
”¢5-2-B6	1670	3126.36	C	N22	K29	680	730
”¢5-2-B6	1670	3126.36	C	N22	K210	730	788
”¢5-2-B6	1670	3126.36	C	N22	K211	788	832
”¢5-2-B6	1670	3126.36	C	N22	K212	832	891
”¢5-2-B6	1670	3126.36	C	N22	K3	891	949
”¢5-2-B6	1670	3126.36	B	N22	K27	949	972
”¢5-2-B6	1670	3126.36	B	N22	K28	972	1040
”¢5-2-B6	1670	3126.36	B	N22	K29	1040	1088
”¢5-2-B6	1670	3126.36	B	N22	K210	1088	1151
”¢5-2-B6	1670	3126.36	B	N22	K211	1151	1184
”¢5-2-B6	1670	3126.36	B	N22	K212	1184	1237
”¢5-2-B6	1670	3126.36	B	N21	K3	1237	1296
”¢5-2-B6	1670	3126.36	B	N21	K31	1296	1364
”¢5-2-B6	1670	3126.36	B	N21	K32	1364	1420
”¢5-2-B6	1670	3126.36	B	N21	K33	1420	1466
”¢5-2-B6	1670	3126.36	B	N21	K34	1466	1515
”¢5-2-B6	1670	3126.36	B	N21	K35	1515	1579
”¢5-2-B6	1670	3126.36	B	N21	K36	1579	1670
”¢5-3-B5	1520	3160.24	C	N22	K26	574	620
”¢5-3-B5	1520	3160.24	C	N22	K27	620	665
”¢5-3-B5	1520	3160.24	C	N22	K28	665	732.5
”¢5-3-B5	1520	3160.24	C	N22	K29	732.5	783
”¢5-3-B5	1520	3160.24	C	N22	K210	783	843
”¢5-3-B5	1520	3160.24	C	N22	K211	843	881
”¢5-3-B5	1520	3160.24	C	N22	K212	881	945
”¢5-3-B5	1520	3160.24	C	N21	K3	945	1005
”¢5-3-B5	1520	3160.24	C	N21	K31	1005	1062
”¢5-3-B5	1520	3160.24	C	N21	K32	1062	1110
”¢5-3-B5	1520	3160.24	C	N21	K33	1110	1157
”¢5-3-B5	1520	3160.24	C	N21	K34	1157	1201
”¢5-3-B5	1520	3160.24	C	N21	K35	1201	1228
”¢5-3-B5	1520	3160.24	B	N21	K3	1228	1275
”¢5-3-B5	1520	3160.24	B	N21	K31	1275	1331
”¢5-3-B5	1520	3160.24	B	N21	K32	1331	1386
”¢5-3-B5	1520	3160.24	B	N21	K33	1386	1436
”¢5-3-B5	1520	3160.24	B	N21	K34	1436	1482
”¢5-3-B5	1520	3160.24	B	N21	K35	1482	1520
”¢5-3-B6	1715	3160.24	C	N22	K26	573	620
”¢5-3-B6	1715	3160.24	C	N22	K27	620	663
”¢5-3-B6	1715	3160.24	C	N22	K28	663	730
”¢5-3-B6	1715	3160.24	C	N22	K29	730	782
”¢5-3-B6	1715	3160.24	C	N22	K210	782	842
”¢5-3-B6	1715	3160.24	C	N22	K211	842	880
”¢5-3-B6	1715	3160.24	C	N22	K212	880	944
”¢5-3-B6	1715	3160.24	C	N21	K3	944	1003
”¢5-3-B6	1715	3160.24	C	N21	K31	1003	1059
”¢5-3-B6	1715	3160.24	C	N21	K32	1059	1108
”¢5-3-B6	1715	3160.24	C	N21	K33	1108	1156
”¢5-3-B6	1715	3160.24	C	N21	K34	1156	1201
”¢5-3-B6	1715	3160.24	C	N21	K35	1201	1229
”¢5-3-B6	1715	3160.24	B	N21	K3	1229	1277
”¢5-3-B6	1715	3160.24	B	N21	K31	1277	1334
”¢5-3-B6	1715	3160.24	B	N21	K32	1334	1388
”¢5-3-B6	1715	3160.24	B	N21	K33	1388	1437
”¢5-3-B6	1715	3160.24	B	N21	K34	1437	1483
”¢5-3-B6	1715	3160.24	B	N21	K35	1483	1551
”¢5-3-B6	1715	3160.24	A	N21	K35	1551	1567
”¢5-3-B6	1715	3160.24	A	N21	K36	1567	1630
”¢5-3-B6	1715	3160.24	A	N21	K37	1630	1700
”¢5-3-B6	1715	3160.24	A	N21	K4	1700	1715
”¢5-4-A5	1680	3101.65	C	N22	K26	539	586
”¢5-4-A5	1680	3101.65	C	N22	K27	586	635
”¢5-4-A5	1680	3101.65	C	N22	K28	635	701
”¢5-4-A5	1680	3101.65	C	N22	K29	701	744
”¢5-4-A5	1680	3101.65	C	N22	K210	744	807
”¢5-4-A5	1680	3101.65	C	N22	K211	807	851
”¢5-4-A5	1680	3101.65	C	N22	K212	851	882
”¢5-4-A5	1680	3101.65	C	N22	K3	882	923
”¢5-4-A5	1680	3101.65	B	N22	K27	923	971
”¢5-4-A5	1680	3101.65	B	N22	K28	971	1036
”¢5-4-A5	1680	3101.65	B	N22	K29	1036	1086
”¢5-4-A5	1680	3101.65	B	N22	K210	1086	1147
”¢5-4-A5	1680	3101.65	B	N22	K211	1147	1185
”¢5-4-A5	1680	3101.65	B	N22	K212	1185	1247
”¢5-4-A5	1680	3101.65	B	N22	K3	1247	1307
”¢5-4-A5	1680	3101.65	B	N21	K31	1307	1366
”¢5-4-A5	1680	3101.65	B	N21	K32	1366	1384
”¢5-4-A5	1680	3101.65	B	N21	K33	1384	1423
”¢5-4-A5	1680	3101.65	A	N21	K32	1423	1472
”¢5-4-A5	1680	3101.65	A	N21	K33	1472	1519
”¢5-4-A5	1680	3101.65	A	N21	K34	1519	1562
”¢5-4-A5	1680	3101.65	A	N21	K35	1562	1629
”¢5-4-A5	1680	3101.65	A	N21	K36	1629	1680
”¢5-4-A6	1925	3100.65	C	N22	K26	538	585
”¢5-4-A6	1925	3100.65	C	N22	K27	585	634
”¢5-4-A6	1925	3100.65	C	N22	K28	634	700
”¢5-4-A6	1925	3100.65	C	N22	K29	700	746
”¢5-4-A6	1925	3100.65	C	N22	K210	746	806
”¢5-4-A6	1925	3100.65	C	N22	K211	806	850
”¢5-4-A6	1925	3100.65	C	N22	K212	850	882
”¢5-4-A6	1925	3100.65	B	N22	K28	882	921
”¢5-4-A6	1925	3100.65	B	N22	K27	921	971
”¢5-4-A6	1925	3100.65	B	N22	K28	971	1035
”¢5-4-A6	1925	3100.65	B	N22	K29	1035	1086
”¢5-4-A6	1925	3100.65	B	N22	K210	1086	1146
”¢5-4-A6	1925	3100.65	B	N22	K211	1146	1185
”¢5-4-A6	1925	3100.65	B	N22	K212	1185	1246
”¢5-4-A6	1925	3100.65	B	N21	K3	1246	1307
”¢5-4-A6	1925	3100.65	B	N21	K31	1307	1364
”¢5-4-A6	1925	3100.65	B	N21	K32	1364	1384
”¢5-4-A6	1925	3100.65	A	N21	K31	1384	1422
”¢5-4-A6	1925	3100.65	A	N21	K32	1422	1472
”¢5-4-A6	1925	3100.65	A	N21	K33	1472	1519
”¢5-4-A6	1925	3100.65	A	N21	K34	1519	1571
”¢5-4-A6	1925	3100.65	A	N21	K35	1571	1630
”¢5-4-A6	1925	3100.65	A	N21	K36	1630	1700
”¢5-4-A6	1925	3100.65	A	N21	K37	1700	1786
”¢5-4-A6	1925	3100.65	A	N21	K4	1786	1854
”¢5-4-A6	1925	3100.65	A	N21	K41	1854	1905
”¢5-4-A6	1925	3100.65	A	N21	K42	1905	1925
”¢5-4-B1	1090	3101.65	C	N22	K26	543	590
”¢5-4-B1	1090	3101.65	C	N22	K27	590	638
”¢5-4-B1	1090	3101.65	C	N22	K28	638	705
”¢5-4-B1	1090	3101.65	C	N22	K29	705	748
”¢5-4-B1	1090	3101.65	C	N22	K210	748	814
”¢5-4-B1	1090	3101.65	C	N22	K211	814	853
”¢5-4-B1	1090	3101.65	C	N22	K212	853	885
”¢5-4-B1	1090	3101.65	B	N22	K26	885	924
”¢5-4-B1	1090	3101.65	B	N22	K27	924	974
”¢5-4-B1	1090	3101.65	B	N22	K28	974	1037
”¢5-4-B1	1090	3101.65	B	N22	K29	1037	1090
”¢5-4-B2	1180	3101.65	C	N22	K26	541	588
”¢5-4-B2	1180	3101.65	C	N22	K27	588	636
”¢5-4-B2	1180	3101.65	C	N22	K28	636	702
”¢5-4-B2	1180	3101.65	C	N22	K29	702	746
”¢5-4-B2	1180	3101.65	C	N22	K210	746	811
”¢5-4-B2	1180	3101.65	C	N22	K211	811	852
”¢5-4-B2	1180	3101.65	C	N22	K212	852	885
”¢5-4-B2	1180	3101.65	C	N22	K3	885	922
”¢5-4-B2	1180	3101.65	B	N22	K27	922	973
”¢5-4-B2	1180	3101.65	B	N22	K28	973	1036
”¢5-4-B2	1180	3101.65	B	N22	K29	1036	1089
”¢5-4-B2	1180	3101.65	B	N22	K210	1089	1149
”¢5-4-B2	1180	3101.65	B	N22	K211	1149	1180
”¢5-4-B3	1280	3101.65	C	N22	K26	541	588
”¢5-4-B3	1280	3101.65	C	N22	K27	588	636
”¢5-4-B3	1280	3101.65	C	N22	K28	636	701
”¢5-4-B3	1280	3101.65	C	N22	K29	701	746
”¢5-4-B3	1280	3101.65	C	N22	K210	746	808
”¢5-4-B3	1280	3101.65	C	N22	K211	808	851
”¢5-4-B3	1280	3101.65	C	N22	K212	851	883
”¢5-4-B3	1280	3101.65	C	N22	K3	883	923
”¢5-4-B3	1280	3101.65	B	N22	K27	923	973
”¢5-4-B3	1280	3101.65	B	N22	K28	973	1036
”¢5-4-B3	1280	3101.65	B	N22	K29	1036	1088
”¢5-4-B3	1280	3101.65	B	N22	K210	1088	1147
”¢5-4-B3	1280	3101.65	B	N22	K211	1147	1186
”¢5-4-B3	1280	3101.65	B	N22	K212	1186	1246
”¢5-4-B3	1280	3101.65	B	N22	K3	1246	1280
”¢5-4-B4	1455	3101.65	C	N22	K26	540	587
”¢5-4-B4	1455	3101.65	C	N22	K27	587	635
”¢5-4-B4	1455	3101.65	C	N22	K28	635	702
”¢5-4-B4	1455	3101.65	C	N22	K29	702	749
”¢5-4-B4	1455	3101.65	C	N22	K210	749	808
”¢5-4-B4	1455	3101.65	C	N22	K211	808	853
”¢5-4-B4	1455	3101.65	C	N22	K212	853	884
”¢5-4-B4	1455	3101.65	C	N22	K3	884	921
”¢5-4-B4	1455	3101.65	B	N22	K27	921	971
”¢5-4-B4	1455	3101.65	B	N22	K28	971	1036
”¢5-4-B4	1455	3101.65	B	N22	K29	1036	1089
”¢5-4-B4	1455	3101.65	B	N22	K210	1089	1148
”¢5-4-B4	1455	3101.65	B	N22	K211	1148	1187
”¢5-4-B4	1455	3101.65	B	N22	K212	1187	1248
”¢5-4-B4	1455	3101.65	B	N22	K3	1248	1309
”¢5-4-B4	1455	3101.65	B	N21	K31	1309	1366
”¢5-4-B4	1455	3101.65	B	N21	K32	1366	1424
”¢5-4-B4	1455	3101.65	A	N21	K32	1424	1455
”¢5-6-A3	1325	3049.38	C	N22	K26	498	550
”¢5-6-A3	1325	3049.38	C	N22	K27	550	594
”¢5-6-A3	1325	3049.38	C	N22	K28	594	659
”¢5-6-A3	1325	3049.38	C	N22	K29	659	718
”¢5-6-A3	1325	3049.38	C	N22	K210	718	761
”¢5-6-A3	1325	3049.38	B	N22	K25	761	843
”¢5-6-A3	1325	3049.38	B	N22	K26	843	905
”¢5-6-A3	1325	3049.38	B	N22	K27	905	953
”¢5-6-A3	1325	3049.38	B	N22	K28	953	1015
”¢5-6-A3	1325	3049.38	B	N22	K29	1015	1069
”¢5-6-A3	1325	3049.38	B	N22	K210	1069	1134
”¢5-6-A3	1325	3049.38	B	N22	K211	1134	1200
”¢5-6-A3	1325	3049.38	B	N22	K212	1200	1272
”¢5-6-A3	1325	3049.38	B	N21	K3	1272	1325
”¢5-6-A5	1610	3049.38	C	N22	K27	550	594
”¢5-6-A5	1610	3049.38	C	N22	K28	594	658
”¢5-6-A5	1610	3049.38	C	N22	K29	658	717
”¢5-6-A5	1610	3049.38	C	N22	K210	717	726
”¢5-6-A5	1610	3049.38	B	N22	K24	726	753
”¢5-6-A5	1610	3049.38	B	N22	K25	753	843
”¢5-6-A5	1610	3049.38	B	N22	K26	843	903
”¢5-6-A5	1610	3049.38	B	N22	K27	903	952
”¢5-6-A5	1610	3049.38	B	N22	K28	952	1014
”¢5-6-A5	1610	3049.38	B	N22	K29	1014	1068
”¢5-6-A5	1610	3049.38	B	N22	K210	1068	1134
”¢5-6-A5	1610	3049.38	B	N22	K211	1134	1200
”¢5-6-A5	1610	3049.38	B	N22	K212	1200	1272
”¢5-6-A5	1610	3049.38	B	N21	K3	1272	1336
”¢5-6-A5	1610	3049.38	B	N21	K31	1336	1410
”¢5-6-A5	1610	3049.38	B	N21	K32	1410	1468
”¢5-6-A5	1610	3049.38	B	N21	K33	1468	1518
”¢5-6-A5	1610	3049.38	B	N21	K34	1518	1576
”¢5-6-A5	1610	3049.38	B	N21	K35	1576	1610
”¢5-6-B1	1100	3049.38	C	N22	K26	503	504
”¢5-6-B1	1065	3049.58	C	N22	K26	504	560
”¢5-6-B1	1100	3049.38	C	N22	K27	560	560
”¢5-6-B1	1065	3049.58	C	N22	K27	560	601
”¢5-6-B1	1065	3049.58	C	N22	K28	601	606
”¢5-6-B1	1100	3049.38	C	N22	K28	606	670
”¢5-6-B1	1065	3049.58	C	N22	K29	670	672
”¢5-6-B1	1100	3049.38	C	N22	K29	672	723
”¢5-6-B1	1065	3049.58	C	N22	K210	723	724
”¢5-6-B1	1100	3049.38	C	N22	K210	724	764
”¢5-6-B1	1100	3049.38	B	N22	K25	764	770
”¢5-6-B1	1065	3049.58	B	N22	K25	770	849
”¢5-6-B1	1100	3049.38	B	N22	K26	849	850
”¢5-6-B1	1065	3049.58	B	N22	K26	850	910
”¢5-6-B1	1100	3049.38	B	N22	K27	910	910
”¢5-6-B1	1065	3049.58	B	N22	K27	910	958
”¢5-6-B1	1100	3049.38	B	N22	K28	958	958
”¢5-6-B1	1065	3049.58	B	N22	K28	958	1020
”¢5-6-B1	1100	3049.38	B	N22	K29	1020	1020
”¢5-6-B1	1065	3049.58	B	N22	K29	1020	1065
”¢5-6-B2	1190	3049.38	C	N22	K26	503	558
”¢5-6-B2	1190	3049.38	C	N22	K27	558	600
”¢5-6-B2	1190	3049.38	C	N22	K28	600	667
”¢5-6-B2	1190	3049.38	C	N22	K29	667	724
”¢5-6-B2	1190	3049.38	C	N22	K210	724	767
”¢5-6-B2	1190	3049.38	B	N22	K25	767	848
”¢5-6-B2	1190	3049.38	B	N22	K26	848	909
”¢5-6-B2	1190	3049.38	B	N22	K27	909	956
”¢5-6-B2	1190	3049.38	B	N22	K28	956	1019
”¢5-6-B2	1190	3049.38	B	N22	K29	1019	1073
”¢5-6-B2	1190	3049.38	B	N22	K210	1073	1140
”¢5-6-B2	1190	3049.38	B	N22	K211	1140	1190
”¢5-8-A3	1500	3007.93	C	N22	K25	423	509
”¢5-8-A3	1500	3007.93	C	N22	K26	509	569
”¢5-8-A3	1500	3007.93	C	N22	K27	569	622
”¢5-8-A3	1500	3007.93	B	N22	K23	622	630
”¢5-8-A3	1500	3007.93	B	N22	K24	630	744
”¢5-8-A3	1500	3007.93	B	N22	K25	744	826
”¢5-8-A3	1500	3007.93	B	N22	K26	826	865
”¢5-8-A3	1500	3007.93	A	N22	K26	865	898
”¢5-8-A3	1500	3007.93	A	N22	K27	898	939
”¢5-8-A3	1500	3007.93	A	N22	K28	939	1013
”¢5-8-A3	1500	3007.93	A	N22	K29	1013	1074
”¢5-8-A3	1500	3007.93	A	N22	K210	1074	1134
”¢5-8-A3	1500	3007.93	A	N22	K211	1134	1191
”¢5-8-A3	1500	3007.93	A	N22	K212	1191	1264
”¢5-8-A3	1500	3007.93	A	N21	K3	1264	1330
”¢5-8-A3	1500	3007.93	A	N21	K31	1330	1401
”¢5-8-A3	1500	3007.93	A	N21	K32	1401	1460
”¢5-8-A3	1500	3007.93	A	N21	K33	1460	1485
”¢5-8-A3	1500	3007.93	A	N21	K34	1485	1500
”¢5-8-A4	1870	3008	C	N22	K25	422	508
”¢5-8-A4	1870	3008	C	N22	K26	508	570
”¢5-8-A4	1870	3008	C	N22	K27	570	620
”¢5-8-A4	1870	3008	B	N22	K23	620	628
”¢5-8-A4	1870	3008	B	N22	K24	628	744
”¢5-8-A4	1870	3008	B	N22	K25	744	827
”¢5-8-A4	1870	3008	B	N22	K26	827	866
”¢5-8-A4	1870	3008	A	N22	K26	866	899
”¢5-8-A4	1870	3008	A	N22	K27	899	940
”¢5-8-A4	1870	3008	A	N22	K28	940	1013
”¢5-8-A4	1870	3008	A	N22	K29	1013	1073
”¢5-8-A4	1870	3008	A	N22	K210	1073	1135
”¢5-8-A4	1870	3008	A	N22	K211	1135	1192
”¢5-8-A4	1870	3008	A	N22	K212	1192	1264
”¢5-8-A4	1870	3008	A	N21	K3	1264	1329
”¢5-8-A4	1870	3008	A	N21	K31	1329	1402
”¢5-8-A4	1870	3008	A	N21	K32	1402	1460
”¢5-8-A4	1870	3008	A	N21	K33	1460	1484
”¢5-8-A4	1870	3008	YX	N21	YX	1484	1870
”¢7-1-B3	1285	3129.52	C	N22	K26	530	569
”¢7-1-B3	1285	3129.52	C	N22	K27	569	615
”¢7-1-B3	1285	3129.52	C	N22	K28	615	675
”¢7-1-B3	1285	3129.52	C	N22	K29	675	726
”¢7-1-B3	1285	3129.52	C	N22	K210	726	794
”¢7-1-B3	1285	3129.52	C	N22	K211	794	830
”¢7-1-B3	1285	3129.52	C	N22	K212	830	884
”¢7-1-B3	1285	3129.52	C	N21	K3	884	941
”¢7-1-B3	1285	3129.52	C	N21	K31	941	990
”¢7-1-B3	1285	3129.52	C	N21	K32	990	1037
”¢7-1-B3	1285	3129.52	C	N21	K33	1037	1086
”¢7-1-B3	1285	3129.52	C	N21	K34	1086	1126
”¢7-1-B3	1285	3129.52	C	N21	K35	1126	1131
”¢7-1-B3	1285	3129.52	B	N22	K210	1131	1165
”¢7-1-B3	1285	3129.52	B	N22	K211	1165	1200
”¢7-1-B3	1285	3129.52	B	N22	K212	1200	1258
”¢7-1-B3	1285	3129.52	B	N21	K3	1258	1285
”¢7-1-B5	1535	3129.52	C	N22	K26	523	568
”¢7-1-B5	1535	3129.52	C	N22	K27	568	614
”¢7-1-B5	1535	3129.52	C	N22	K28	614	674
”¢7-1-B5	1535	3129.52	C	N22	K29	674	724
”¢7-1-B5	1535	3129.52	C	N22	K210	724	794
”¢7-1-B5	1535	3129.52	C	N22	K211	794	830
”¢7-1-B5	1535	3129.52	C	N22	K212	830	885
