井号	深度	方位角	井斜角
方4-斜3	3138.35	110.154	7.678
方4-斜3	3138.4	110.141	7.678
方4-斜3	3138.45	110.129	7.678
方4-斜3	3138.5	110.116	7.677
方4-斜3	3138.55	110.103	7.677
方4-斜3	3138.6	110.091	7.677
方4-斜3	3138.65	110.078	7.677
方4-斜3	3138.7	110.066	7.677
方4-斜3	3138.75	110.054	7.676
方4-斜3	3138.8	110.041	7.676
方4-斜3	3138.85	110.029	7.676
方4-斜3	3138.9	110.017	7.676
方4-斜3	3138.95	110.006	7.676
方4-斜3	3139	109.994	7.676
方4-斜3	3139.05	109.982	7.676
方4-斜3	3139.1	109.971	7.676
方4-斜3	3139.15	109.96	7.675
方4-斜3	3139.2	109.949	7.675
方4-斜3	3139.25	109.938	7.675
方4-斜3	3139.3	109.927	7.675
方4-斜3	3139.35	109.917	7.675
方4-斜3	3139.4	109.907	7.675
方4-斜3	3139.45	109.897	7.675
方4-斜3	3139.5	109.887	7.675
方4-斜3	3139.55	109.878	7.675
方4-斜3	3139.6	109.868	7.675
方4-斜3	3139.65	109.859	7.675
方4-斜3	3139.7	109.851	7.675
方4-斜3	3139.75	109.842	7.675
方4-斜3	3139.8	109.834	7.675
方4-斜3	3139.85	109.826	7.675
方4-斜3	3139.9	109.818	7.675
方4-斜3	3139.95	109.811	7.676
方4-斜3	3140	109.803	7.676
方4-斜3	3140.05	109.796	7.676
方4-斜3	3140.1	109.789	7.676
方4-斜3	3140.15	109.783	7.676
方4-斜3	3140.2	109.776	7.676
方4-斜3	3140.25	109.77	7.676
方4-斜3	3140.3	109.764	7.677
方4-斜3	3140.35	109.759	7.677
方4-斜3	3140.4	109.753	7.677
方4-斜3	3140.45	109.748	7.677
方4-斜3	3140.5	109.743	7.677
方4-斜3	3140.55	109.738	7.678
方4-斜3	3140.6	109.734	7.678
方4-斜3	3140.65	109.729	7.678
方4-斜3	3140.7	109.725	7.678
方4-斜3	3140.75	109.721	7.679
方4-斜3	3140.8	109.717	7.679
方4-斜3	3140.85	109.713	7.679
方4-斜3	3140.9	109.71	7.679
方4-斜3	3140.95	109.707	7.68
方4-斜3	3141	109.703	7.68
方4-斜3	3141.05	109.7	7.68
方4-斜3	3141.1	109.698	7.681
方4-斜3	3141.15	109.695	7.681
方4-斜3	3141.2	109.692	7.681
方4-斜3	3141.25	109.69	7.682
方4-斜3	3141.3	109.688	7.682
方4-斜3	3141.35	109.683	7.683
方4-斜3	3141.4	109.681	7.683
方4-斜3	3141.45	109.68	7.683
方4-斜3	3141.5	109.678	7.684
方4-斜3	3141.55	109.676	7.684
方4-斜3	3141.6	109.675	7.684
方4-斜3	3141.65	109.674	7.685
方4-斜3	3141.7	109.672	7.685
方4-斜3	3141.75	109.671	7.686
方4-斜3	3141.8	109.67	7.686
方4-斜3	3141.85	109.67	7.686
方4-斜3	3141.9	109.669	7.687
方4-斜3	3141.95	109.668	7.687
方4-斜3	3142	109.668	7.687
方4-斜3	3142.05	109.667	7.688
方4-斜3	3142.1	109.667	7.688
方4-斜3	3142.15	109.667	7.689
方4-斜3	3142.2	109.667	7.689
方4-斜3	3142.25	109.667	7.689
方4-斜3	3142.3	109.667	7.69
方4-斜3	3142.35	109.667	7.69
方4-斜3	3142.4	109.668	7.69
方4-斜3	3142.45	109.668	7.691
方4-斜3	3142.5	109.669	7.691
方4-斜3	3142.55	109.67	7.691
方4-斜3	3142.6	109.671	7.692
方4-斜3	3142.65	109.672	7.692
方4-斜3	3142.7	109.673	7.692
方4-斜3	3142.75	109.675	7.692
方4-斜3	3142.8	109.676	7.693
方4-斜3	3142.85	109.678	7.693
方4-斜3	3142.9	109.68	7.693
方4-斜3	3142.95	109.682	7.694
方4-斜3	3143	109.684	7.694
方4-斜3	3143.05	109.687	7.694
方4-斜3	3143.1	109.689	7.694
方4-斜3	3143.15	109.692	7.695
方4-斜3	3143.2	109.695	7.695
方4-斜3	3143.25	109.698	7.695
方4-斜3	3143.3	109.702	7.695
方4-斜3	3143.35	109.705	7.695
方4-斜3	3143.4	109.709	7.695
方4-斜3	3143.45	109.713	7.696
方4-斜3	3143.5	109.717	7.696
方4-斜3	3143.55	109.722	7.696
方4-斜3	3143.6	109.727	7.696
方4-斜3	3143.65	109.731	7.696
方4-斜3	3143.7	109.736	7.696
方4-斜3	3143.75	109.742	7.696
方4-斜3	3143.8	109.747	7.696
方4-斜3	3143.85	109.753	7.696
方4-斜3	3143.9	109.759	7.696
方4-斜3	3143.95	109.765	7.696
方4-斜3	3144	109.771	7.696
方4-斜3	3144.05	109.778	7.696
方4-斜3	3144.1	109.784	7.696
方4-斜3	3144.15	109.791	7.696
方4-斜3	3144.2	109.798	7.696
方4-斜3	3144.25	109.806	7.696
方4-斜3	3144.3	109.813	7.696
方4-斜3	3144.35	109.821	7.696
方4-斜3	3144.4	109.829	7.696
方4-斜3	3144.45	109.837	7.696
方4-斜3	3144.5	109.845	7.696
方4-斜3	3144.55	109.854	7.696
方4-斜3	3144.6	109.863	7.696
方4-斜3	3144.65	109.871	7.696
方4-斜3	3144.7	109.88	7.696
方4-斜3	3144.75	109.889	7.695
方4-斜3	3144.8	109.899	7.695
方4-斜3	3144.85	109.908	7.695
方4-斜3	3144.9	109.918	7.695
方4-斜3	3144.95	109.927	7.695
方4-斜3	3145	109.937	7.695
方4-斜3	3145.05	109.947	7.694
方4-斜3	3145.1	109.957	7.694
方4-斜3	3145.15	109.967	7.694
方4-斜3	3145.2	109.978	7.694
方4-斜3	3145.25	109.988	7.694
方4-斜3	3145.3	109.999	7.693
方4-斜3	3145.35	110.009	7.693
方4-斜3	3145.4	110.02	7.693
方4-斜3	3145.45	110.03	7.693
方4-斜3	3145.5	110.041	7.692
方4-斜3	3145.55	110.052	7.692
方4-斜3	3145.6	110.062	7.692
方4-斜3	3145.65	110.073	7.692
方4-斜3	3145.7	110.084	7.691
方4-斜3	3145.75	110.095	7.691
方4-斜3	3145.8	110.106	7.691
方4-斜3	3145.85	110.117	7.69
方4-斜3	3145.9	110.127	7.69
方4-斜3	3145.95	110.138	7.69
方4-斜3	3146	110.149	7.69
方4-斜3	3146.05	110.16	7.689
方4-斜3	3146.1	110.171	7.689
方4-斜3	3146.15	110.181	7.689
方4-斜3	3146.2	110.192	7.688
方4-斜3	3146.25	110.203	7.688
方4-斜3	3146.3	110.213	7.688
方4-斜3	3146.35	110.224	7.687
方4-斜3	3146.4	110.235	7.687
方4-斜3	3146.45	110.245	7.687
方4-斜3	3146.5	110.255	7.686
方4-斜3	3146.55	110.266	7.686
方4-斜3	3146.6	110.276	7.686
方4-斜3	3146.65	110.286	7.685
方4-斜3	3146.7	110.296	7.685
方4-斜3	3146.75	110.306	7.685
方4-斜3	3146.8	110.316	7.684
方4-斜3	3146.85	110.326	7.684
方4-斜3	3146.9	110.336	7.683
方4-斜3	3146.95	110.346	7.683
方4-斜3	3147	110.356	7.683
方4-斜3	3147.05	110.365	7.682
方4-斜3	3147.1	110.375	7.682
方4-斜3	3147.15	110.384	7.681
方4-斜3	3147.2	110.394	7.681
方4-斜3	3147.25	110.403	7.681
方4-斜3	3147.3	110.412	7.68
方4-斜3	3147.35	110.421	7.68
方4-斜3	3147.4	110.43	7.679
方4-斜3	3147.45	110.439	7.679
方4-斜3	3147.5	110.448	7.679
方4-斜3	3147.55	110.457	7.678
方4-斜3	3147.6	110.466	7.678
方4-斜3	3147.65	110.475	7.677
方4-斜3	3147.7	110.484	7.677
方4-斜3	3147.75	110.493	7.676
方4-斜3	3147.8	110.501	7.676
方4-斜3	3147.85	110.51	7.675
方4-斜3	3147.9	110.518	7.675
方4-斜3	3147.95	110.527	7.675
方4-斜3	3148	110.535	7.674
方4-斜3	3148.05	110.544	7.674
方4-斜3	3148.1	110.552	7.673
方4-斜3	3148.15	110.561	7.673
方4-斜3	3148.2	110.569	7.672
方4-斜3	3148.25	110.577	7.672
方4-斜3	3148.3	110.586	7.671
方4-斜3	3148.35	110.594	7.671
方4-斜3	3148.4	110.602	7.67
方4-斜3	3148.45	110.61	7.669
方4-斜3	3148.5	110.619	7.669
方4-斜3	3148.55	110.627	7.668
方4-斜3	3148.6	110.635	7.668
方4-斜3	3148.65	110.643	7.667
方4-斜3	3148.7	110.651	7.667
方4-斜3	3148.75	110.659	7.666
方4-斜3	3148.8	110.667	7.665
方4-斜3	3148.85	110.676	7.665
方4-斜3	3148.9	110.684	7.664
方4-斜3	3148.95	110.692	7.664
方4-斜3	3149	110.7	7.663
方4-斜3	3149.05	110.708	7.663
方4-斜3	3149.1	110.716	7.662
方4-斜3	3149.15	110.724	7.661
方4-斜3	3149.2	110.732	7.661
方4-斜3	3149.25	110.739	7.66
方4-斜3	3149.3	110.747	7.659
方4-斜3	3149.35	110.755	7.659
方4-斜3	3149.4	110.763	7.658
方4-斜3	3149.45	110.771	7.657
方4-斜3	3149.5	110.779	7.657
方4-斜3	3149.55	110.786	7.656
方4-斜3	3149.6	110.794	7.656
方4-斜3	3149.65	110.802	7.655
方4-斜3	3149.7	110.809	7.654
方4-斜3	3149.75	110.817	7.654
方4-斜3	3149.8	110.824	7.653
方4-斜3	3149.85	110.832	7.652
方4-斜3	3149.9	110.839	7.652
方4-斜3	3149.95	110.847	7.651
方4-斜3	3150	110.854	7.65
方4-斜3	3150.05	110.861	7.65
方4-斜3	3150.1	110.868	7.649
方4-斜3	3150.15	110.875	7.648
方4-斜3	3150.2	110.882	7.648
方4-斜3	3150.25	110.889	7.647
方4-斜3	3150.3	110.896	7.646
方4-斜3	3150.35	110.903	7.646
方4-斜3	3150.4	110.91	7.645
方4-斜3	3150.45	110.917	7.644
方4-斜3	3150.5	110.923	7.644
方4-斜3	3150.55	110.93	7.643
方4-斜3	3150.6	110.936	7.642
方4-斜3	3150.65	110.943	7.642
方4-斜3	3150.7	110.949	7.641
方4-斜3	3150.75	110.955	7.64
方4-斜3	3150.8	110.962	7.64
方4-斜3	3150.85	110.968	7.639
方4-斜3	3150.9	110.974	7.638
方4-斜3	3150.95	110.98	7.638
方4-斜3	3151	110.986	7.637
方4-斜3	3151.05	110.991	7.636
方4-斜3	3151.1	110.997	7.636
方4-斜3	3151.15	111.003	7.635
方4-斜3	3151.2	111.008	7.635
方4-斜3	3151.25	111.014	7.634
方4-斜3	3151.3	111.019	7.633
方4-斜3	3151.35	111.025	7.633
方4-斜3	3151.4	111.03	7.632
方4-斜3	3151.45	111.035	7.632
方4-斜3	3151.5	111.041	7.631
方4-斜3	3151.55	111.046	7.631
方4-斜3	3151.6	111.051	7.63
方4-斜3	3151.65	111.056	7.629
方4-斜3	3151.7	111.061	7.629
方4-斜3	3151.75	111.066	7.628
方4-斜3	3151.8	111.071	7.628
方4-斜3	3151.85	111.076	7.627
方4-斜3	3151.9	111.081	7.627
方4-斜3	3151.95	111.085	7.626
方4-斜3	3152	111.09	7.626
方4-斜3	3152.05	111.095	7.625
方4-斜3	3152.1	111.1	7.625
方4-斜3	3152.15	111.104	7.624
方4-斜3	3152.2	111.109	7.624
方4-斜3	3152.25	111.114	7.623
方4-斜3	3152.3	111.118	7.623
方4-斜3	3152.35	111.123	7.622
方4-斜3	3152.4	111.127	7.622
方4-斜3	3152.45	111.132	7.621
方4-斜3	3152.5	111.136	7.621
方4-斜3	3152.55	111.141	7.62
方4-斜3	3152.6	111.145	7.62
方4-斜3	3152.65	111.15	7.619
方4-斜3	3152.7	111.154	7.619
方4-斜3	3152.75	111.158	7.619
方4-斜3	3152.8	111.163	7.618
方4-斜3	3152.85	111.167	7.618
方4-斜3	3152.9	111.171	7.617
方4-斜3	3152.95	111.176	7.617
方4-斜3	3153	111.18	7.616
方4-斜3	3153.05	111.184	7.616
方4-斜3	3153.1	111.188	7.616
方4-斜3	3153.15	111.193	7.615
方4-斜3	3153.2	111.197	7.615
方4-斜3	3153.25	111.201	7.614
方4-斜3	3153.3	111.205	7.614
方4-斜3	3153.35	111.209	7.614
方4-斜3	3153.4	111.213	7.613
方4-斜3	3153.45	111.218	7.613
方4-斜3	3153.5	111.222	7.612
方4-斜3	3153.55	111.226	7.612
方4-斜3	3153.6	111.229	7.612
方4-斜3	3153.65	111.233	7.611
方4-斜3	3153.7	111.237	7.611
方4-斜3	3153.75	111.241	7.61
方4-斜3	3153.8	111.245	7.61
方4-斜3	3153.85	111.249	7.61
方4-斜3	3153.9	111.252	7.609
方4-斜3	3153.95	111.256	7.609
方4-斜3	3154	111.259	7.608
方4-斜3	3154.05	111.263	7.608
方4-斜3	3154.1	111.266	7.608
方4-斜3	3154.15	111.27	7.607
方4-斜3	3154.2	111.273	7.607
方4-斜3	3154.25	111.276	7.606
方4-斜3	3154.3	111.279	7.606
方4-斜3	3154.35	111.283	7.605
方4-斜3	3154.4	111.286	7.605
方4-斜3	3154.45	111.289	7.605
方4-斜3	3154.5	111.291	7.604
方4-斜3	3154.55	111.294	7.604
方4-斜3	3154.6	111.297	7.603
方4-斜3	3154.65	111.299	7.603
方4-斜3	3154.7	111.302	7.603
方4-斜3	3154.75	111.304	7.602
方4-斜3	3154.8	111.307	7.602
方4-斜3	3154.85	111.309	7.601
方4-斜3	3154.9	111.311	7.601
方4-斜3	3154.95	111.313	7.6
方4-斜3	3155	111.315	7.6
方4-斜3	3155.05	111.317	7.6
方4-斜3	3155.1	111.318	7.599
方4-斜3	3155.15	111.32	7.599
方4-斜3	3155.2	111.321	7.598
方4-斜3	3155.25	111.323	7.598
方4-斜3	3155.3	111.324	7.597
方4-斜3	3155.35	111.325	7.597
方4-斜3	3155.4	111.326	7.596
方4-斜3	3155.45	111.327	7.596
方4-斜3	3155.5	111.328	7.595
方4-斜3	3155.55	111.328	7.595
方4-斜3	3155.6	111.329	7.595
方4-斜3	3155.65	111.329	7.594
方4-斜3	3155.7	111.329	7.594
方4-斜3	3155.75	111.33	7.593
方4-斜3	3155.8	111.33	7.593
方4-斜3	3155.85	111.329	7.592
方4-斜3	3155.9	111.329	7.592
方4-斜3	3155.95	111.329	7.591
方4-斜3	3156	111.328	7.591
方4-斜3	3156.05	111.326	7.59
方4-斜3	3156.1	111.326	7.59
方4-斜3	3156.15	111.324	7.589
方4-斜3	3156.2	111.323	7.589
方4-斜3	3156.25	111.322	7.588
方4-斜3	3156.3	111.32	7.588
方4-斜3	3156.35	111.318	7.587
方4-斜3	3156.4	111.316	7.587
方4-斜3	3156.45	111.314	7.586
方4-斜3	3156.5	111.312	7.586
方4-斜3	3156.55	111.31	7.585
方4-斜3	3156.6	111.307	7.585
方4-斜3	3156.65	111.304	7.585
方4-斜3	3156.7	111.302	7.584
方4-斜3	3156.75	111.299	7.584
方4-斜3	3156.8	111.295	7.583
方4-斜3	3156.85	111.292	7.583
方4-斜3	3156.9	111.288	7.583
方4-斜3	3156.95	111.285	7.582
方4-斜3	3157	111.281	7.582
方4-斜3	3157.05	111.277	7.581
方4-斜3	3157.1	111.273	7.581
方4-斜3	3157.15	111.268	7.581
方4-斜3	3157.2	111.264	7.58
方4-斜3	3157.25	111.259	7.58
方4-斜3	3157.3	111.254	7.58
方4-斜3	3157.35	111.249	7.579
方4-斜3	3157.4	111.244	7.579
方4-斜3	3157.45	111.238	7.579
方4-斜3	3157.5	111.233	7.578
方4-斜3	3157.55	111.227	7.578
方4-斜3	3157.6	111.221	7.578
方4-斜3	3157.65	111.215	7.577
方4-斜3	3157.7	111.209	7.577
方4-斜3	3157.75	111.203	7.577
方4-斜3	3157.8	111.196	7.577
方4-斜3	3157.85	111.19	7.576
方4-斜3	3157.9	111.183	7.576
方4-斜3	3157.95	111.176	7.576
方4-斜3	3158	111.169	7.576
方4-斜3	3158.05	111.162	7.576
方4-斜3	3158.1	111.155	7.575
方4-斜3	3158.15	111.148	7.575
方4-斜3	3158.2	111.14	7.575
方4-斜3	3158.25	111.133	7.575
方4-斜3	3158.3	111.125	7.575
方4-斜3	3158.35	111.117	7.575
方4-斜3	3158.4	111.11	7.574
方4-斜3	3158.45	111.102	7.574
方4-斜3	3158.5	111.094	7.574
方4-斜3	3158.55	111.086	7.574
方4-斜3	3158.6	111.078	7.574
方4-斜3	3158.65	111.07	7.574
方4-斜3	3158.7	111.062	7.574
方4-斜3	3158.75	111.054	7.574
方4-斜3	3158.8	111.046	7.574
方4-斜3	3158.85	111.038	7.574
方4-斜3	3158.9	111.03	7.574
方4-斜3	3158.95	111.022	7.574
方4-斜3	3159	111.014	7.574
方4-斜3	3159.05	111.006	7.574
方4-斜3	3159.1	110.998	7.574
方4-斜3	3159.15	110.99	7.574
方4-斜3	3159.2	110.982	7.574
方4-斜3	3159.25	110.975	7.574
方4-斜3	3159.3	110.967	7.574
方4-斜3	3159.35	110.96	7.574
方4-斜3	3159.4	110.952	7.574
方4-斜3	3159.45	110.945	7.574
方4-斜3	3159.5	110.938	7.574
方4-斜3	3159.55	110.931	7.574
方4-斜3	3159.6	110.924	7.574
方4-斜3	3159.65	110.918	7.574
方4-斜3	3159.7	110.911	7.574
方4-斜3	3159.75	110.905	7.574
方4-斜3	3159.8	110.899	7.574
方4-斜3	3159.85	110.893	7.574
方4-斜3	3159.9	110.887	7.575
方4-斜3	3159.95	110.882	7.575
方4-斜3	3160	110.877	7.575
方4-斜3	3160.05	110.871	7.575
方4-斜3	3160.1	110.867	7.575
方4-斜3	3160.15	110.862	7.575
方4-斜3	3160.2	110.858	7.575
方4-斜3	3160.25	110.854	7.575
方4-斜3	3160.3	110.85	7.575
方4-斜3	3160.35	110.846	7.576
方4-斜3	3160.4	110.843	7.576
方4-斜3	3160.45	110.839	7.576
方4-斜3	3160.5	110.837	7.576
方4-斜3	3160.55	110.834	7.576
方4-斜3	3160.6	110.832	7.576
方4-斜3	3160.65	110.829	7.576
方4-斜3	3160.7	110.828	7.576
方4-斜3	3160.75	110.826	7.577
方4-斜3	3160.8	110.825	7.577
方4-斜3	3160.85	110.824	7.577
方4-斜3	3160.9	110.823	7.577
方4-斜3	3160.95	110.822	7.577
方4-斜3	3161	110.822	7.577
方4-斜3	3161.05	110.822	7.577
方4-斜3	3161.1	110.822	7.577
方4-斜3	3161.15	110.822	7.577
方4-斜3	3161.2	110.823	7.578
方4-斜3	3161.25	110.824	7.578
方4-斜3	3161.3	110.825	7.578
方4-斜3	3161.35	110.826	7.578
方4-斜3	3161.4	110.828	7.578
方4-斜3	3161.45	110.829	7.578
方4-斜3	3161.5	110.831	7.578
方4-斜3	3161.55	110.833	7.578
方4-斜3	3161.6	110.836	7.578
方4-斜3	3161.65	110.838	7.578
方4-斜3	3161.7	110.841	7.578
方4-斜3	3161.75	110.844	7.579
方4-斜3	3161.8	110.847	7.579
方4-斜3	3161.85	110.85	7.579
方4-斜3	3161.9	110.854	7.579
方4-斜3	3161.95	110.857	7.579
方4-斜3	3162	110.861	7.579
方4-斜3	3162.05	110.865	7.579
方4-斜3	3162.1	110.869	7.579
方4-斜3	3162.15	110.873	7.579
方4-斜3	3162.2	110.878	7.579
方4-斜3	3162.25	110.887	7.579
方4-斜3	3162.3	110.891	7.579
方4-斜3	3162.35	110.896	7.579
方4-斜3	3162.4	110.901	7.579
方4-斜3	3162.45	110.906	7.579
方4-斜3	3162.5	110.911	7.58
方4-斜3	3162.55	110.917	7.58
方4-斜3	3162.6	110.922	7.58
方4-斜3	3162.65	110.928	7.58
方4-斜3	3162.7	110.933	7.58
方4-斜3	3162.75	110.939	7.58
方4-斜3	3162.8	110.945	7.58
方4-斜3	3162.85	110.951	7.58
方4-斜3	3162.9	110.957	7.58
方4-斜3	3162.95	110.963	7.58
方4-斜3	3163	110.97	7.58
方4-斜3	3163.05	110.976	7.58
方4-斜3	3163.1	110.983	7.58
方4-斜3	3163.15	110.99	7.58
方4-斜3	3163.2	110.996	7.58
方4-斜3	3163.25	111.003	7.58
方4-斜3	3163.3	111.01	7.58
方4-斜3	3163.35	111.018	7.58
方4-斜3	3163.4	111.025	7.58
方4-斜3	3163.45	111.033	7.58
方4-斜3	3163.5	111.04	7.58
方4-斜3	3163.55	111.048	7.58
方4-斜3	3163.6	111.056	7.58
方4-斜3	3163.65	111.064	7.58
方4-斜3	3163.7	111.073	7.58
方4-斜3	3163.75	111.081	7.58
方4-斜3	3163.8	111.09	7.58
方4-斜3	3163.85	111.099	7.58
方4-斜3	3163.9	111.108	7.58
方4-斜3	3163.95	111.117	7.581
方4-斜3	3164	111.127	7.581
方4-斜3	3164.05	111.136	7.581
方4-斜3	3164.1	111.146	7.581
方4-斜3	3164.15	111.156	7.581
方4-斜3	3164.2	111.167	7.581
方4-斜3	3164.25	111.177	7.581
方4-斜3	3164.3	111.188	7.581
方4-斜3	3164.35	111.199	7.581
方4-斜3	3164.4	111.21	7.581
方4-斜3	3164.45	111.221	7.581
方4-斜3	3164.5	111.233	7.581
方4-斜3	3164.55	111.245	7.581
方4-斜3	3164.6	111.257	7.581
方4-斜3	3164.65	111.269	7.581
方4-斜3	3164.7	111.282	7.581
方4-斜3	3164.75	111.295	7.581
方4-斜3	3164.8	111.308	7.581
方4-斜3	3164.85	111.321	7.581
方4-斜3	3164.9	111.334	7.581
方4-斜3	3164.95	111.348	7.581
方4-斜3	3165	111.362	7.581
方4-斜3	3165.05	111.376	7.581
方4-斜3	3165.1	111.39	7.581
方4-斜3	3165.15	111.405	7.58
方4-斜3	3165.2	111.42	7.58
方4-斜3	3165.25	111.435	7.58
方4-斜3	3165.3	111.45	7.58
方4-斜3	3165.35	111.465	7.58
方4-斜3	3165.4	111.48	7.58
方4-斜3	3165.45	111.496	7.58
方4-斜3	3165.5	111.511	7.58
方4-斜3	3165.55	111.527	7.58
方4-斜3	3165.6	111.543	7.58
方4-斜3	3165.65	111.559	7.58
方4-斜3	3165.7	111.575	7.58
方4-斜3	3165.75	111.592	7.58
方4-斜3	3165.8	111.608	7.58
方4-斜3	3165.85	111.624	7.579
方4-斜3	3165.9	111.641	7.579
方4-斜3	3165.95	111.657	7.579
方4-斜3	3166	111.674	7.579
方4-斜3	3166.05	111.69	7.579
方4-斜3	3166.1	111.707	7.579
方4-斜3	3166.15	111.724	7.579
方4-斜3	3166.2	111.74	7.579
方4-斜3	3166.25	111.757	7.578
方4-斜3	3166.3	111.773	7.578
方4-斜3	3166.35	111.789	7.578
方4-斜3	3166.4	111.806	7.578
方4-斜3	3166.45	111.822	7.578
方4-斜3	3166.5	111.838	7.578
方4-斜3	3166.55	111.854	7.577
方4-斜3	3166.6	111.87	7.577
方4-斜3	3166.65	111.886	7.577
方4-斜3	3166.7	111.901	7.577
方4-斜3	3166.75	111.917	7.577
方4-斜3	3166.8	111.932	7.577
方4-斜3	3166.85	111.948	7.576
方4-斜3	3166.9	111.963	7.576
方4-斜3	3166.95	111.977	7.576
方4-斜3	3167	111.992	7.576
方4-斜3	3167.05	112.006	7.576
方4-斜3	3167.1	112.021	7.575
方4-斜3	3167.15	112.035	7.575
方4-斜3	3167.2	112.048	7.575
方4-斜3	3167.25	112.062	7.575
方4-斜3	3167.3	112.075	7.575
方4-斜3	3167.35	112.088	7.574
方4-斜3	3167.4	112.101	7.574
方4-斜3	3167.45	112.114	7.574
方4-斜3	3167.5	112.126	7.574
方4-斜3	3167.55	112.138	7.573
方4-斜3	3167.6	112.15	7.573
方4-斜3	3167.65	112.161	7.573
方4-斜3	3167.7	112.173	7.573
方4-斜3	3167.75	112.184	7.573
方4-斜3	3167.8	112.195	7.572
方4-斜3	3167.85	112.205	7.572
方4-斜3	3167.9	112.215	7.572
方4-斜3	3167.95	112.225	7.572
方4-斜3	3168	112.235	7.572
方4-斜3	3168.05	112.245	7.571
方4-斜3	3168.1	112.254	7.571
方4-斜3	3168.15	112.263	7.571
方4-斜3	3168.2	112.271	7.571
方4-斜3	3168.25	112.28	7.571
方4-斜3	3168.3	112.288	7.571
方4-斜3	3168.35	112.296	7.571
方4-斜3	3168.4	112.304	7.57
方4-斜3	3168.45	112.319	7.57
方4-斜3	3168.5	112.326	7.57
方4-斜3	3168.55	112.333	7.57
方4-斜3	3168.6	112.34	7.57
方4-斜3	3168.65	112.346	7.57
方4-斜3	3168.7	112.352	7.57
方4-斜3	3168.75	112.359	7.569
方4-斜3	3168.8	112.364	7.569
方4-斜3	3168.85	112.37	7.569
方4-斜3	3168.9	112.376	7.569
方4-斜3	3168.95	112.381	7.569
方4-斜3	3169	112.386	7.569
方4-斜3	3169.05	112.391	7.569
方4-斜3	3169.1	112.396	7.569
方4-斜3	3169.15	112.401	7.569
方4-斜3	3169.2	112.406	7.569
方4-斜3	3169.25	112.41	7.569
方4-斜3	3169.3	112.414	7.569
方4-斜3	3169.35	112.419	7.569
方4-斜3	3169.4	112.423	7.569
方4-斜3	3169.45	112.426	7.569
方4-斜3	3169.5	112.43	7.569
方4-斜3	3169.55	112.434	7.57
方4-斜3	3169.6	112.438	7.57
方4-斜3	3169.65	112.441	7.57
方4-斜3	3169.7	112.444	7.57
方4-斜3	3169.75	112.448	7.57
方4-斜3	3169.8	112.451	7.57
方4-斜3	3169.85	112.454	7.57
方4-斜3	3169.9	112.457	7.571
方4-斜3	3169.95	112.46	7.571
方4-斜3	3170	112.462	7.571
方4-斜3	3170.05	112.465	7.571
方4-斜3	3170.1	112.468	7.571
方4-斜3	3170.15	112.47	7.572
方4-斜3	3170.2	112.473	7.572
方4-斜3	3170.25	112.475	7.572
方4-斜3	3170.3	112.477	7.572
方4-斜3	3170.35	112.48	7.573
方4-斜3	3170.4	112.482	7.573
方4-斜3	3170.45	112.484	7.573
方4-斜3	3170.5	112.486	7.574
方4-斜3	3170.55	112.488	7.574
方4-斜3	3170.6	112.49	7.574
方4-斜3	3170.65	112.492	7.575
方4-斜3	3170.7	112.494	7.575
方4-斜3	3170.75	112.495	7.575
方4-斜3	3170.8	112.497	7.576
方4-斜3	3170.85	112.499	7.576
方4-斜3	3170.9	112.5	7.577
方4-斜3	3170.95	112.502	7.577
方4-斜3	3171	112.503	7.578
方4-斜3	3171.05	112.505	7.578
方4-斜3	3171.1	112.506	7.578
方4-斜3	3171.15	112.508	7.579
方4-斜3	3171.2	112.509	7.579
方4-斜3	3171.25	112.51	7.58
方4-斜3	3171.3	112.512	7.58
方4-斜3	3171.35	112.513	7.581
方4-斜3	3171.4	112.514	7.581
方4-斜3	3171.45	112.516	7.582
方4-斜3	3171.5	112.517	7.583
方4-斜3	3171.55	112.518	7.583
方4-斜3	3171.6	112.52	7.584
方4-斜3	3171.65	112.521	7.584
方4-斜3	3171.7	112.522	7.585
方4-斜3	3171.75	112.523	7.585
方4-斜3	3171.8	112.525	7.586
方4-斜3	3171.85	112.526	7.587
方4-斜3	3171.9	112.528	7.587
方4-斜3	3171.95	112.529	7.588
方4-斜3	3172	112.531	7.588
方4-斜3	3172.05	112.532	7.589
方4-斜3	3172.1	112.534	7.59
方4-斜3	3172.15	112.535	7.59
方4-斜3	3172.2	112.537	7.591
方4-斜3	3172.25	112.539	7.591
方4-斜3	3172.3	112.541	7.592
方4-斜3	3172.35	112.543	7.593
方4-斜3	3172.4	112.545	7.593
方4-斜3	3172.45	112.547	7.594
方4-斜3	3172.5	112.549	7.594
方4-斜3	3172.55	112.551	7.595
方4-斜3	3172.6	112.554	7.596
方4-斜3	3172.65	112.556	7.596
方4-斜3	3172.7	112.559	7.597
方4-斜3	3172.75	112.562	7.598
方4-斜3	3172.8	112.565	7.598
方4-斜3	3172.85	112.568	7.599
方4-斜3	3172.9	112.571	7.599
方4-斜3	3172.95	112.574	7.6
方4-斜3	3173	112.577	7.601
方4-斜3	3173.05	112.581	7.601
方4-斜3	3173.1	112.585	7.602
方4-斜3	3173.15	112.588	7.603
方4-斜3	3173.2	112.592	7.603
方4-斜3	3173.25	112.597	7.604
方4-斜3	3173.3	112.601	7.604
方4-斜3	3173.35	112.605	7.605
方4-斜3	3173.4	112.61	7.605
